company_id,company_name,industry,region,ownership_type,supply_chain_role,relationship_stage,employees,revenue_twd_mn_x,export_ratio,digital_maturity,supply_chain_pressure,major_customer_pressure,transition_project,project_capex_twd_mn,expected_energy_saving_pct,expected_emission_reduction_tons,payback_years,ownership_years,customer_concentration,supplier_concentration,description,fiscal_year,revenue_twd_mn_y,ebitda_margin_pct,debt_to_ebitda,interest_coverage,current_ratio,dscr,operating_cashflow_twd_mn,capex_twd_mn,revenue_cv,annual_kwh,annual_power_cost_twd_mn,renewable_kwh,avg_invoice_count,renewable_share_calc,energy_intensity_kwh_per_twd_mn,renewable_share,scope1_2_tons,estimated_scope3_tons,climate_risk_score,water_risk_score,governance_maturity,board_esg_oversight,iso_14001,iso_50001,iso_14064,carbon_inventory,net_zero_commitment,environmental_controversy,esg_gap_summary,transition_barrier,top_expected_benefit,doc_台電帳單,doc_電子發票,doc_財報摘要,doc_銀行往來摘要,doc_專案計畫書,doc_設備報價單,doc_碳盤查資料,doc_ISO 文件,doc_供應鏈問卷,doc_還款來源說明,relationship_score,documentation_completeness,repayment_quality,banking_readiness,requested_loan_twd_mn,collateral_strength,loan_purpose_note,repayment_source_note,documentation_score,financial_resilience_score,green_impact_score,governance_score,transition_readiness_score,pd_estimate,panda_score,green_loan_fit_score,recommended_product,green_loan_fit,missing_documents,bank_red_flags,post_loan_kpis,carbon_fee_exposure_twd_mn,enterprise_actions,bank_actions,panda_score_industry_mean,panda_score_vs_industry,green_loan_fit_score_industry_mean,green_loan_fit_score_vs_industry,documentation_score_industry_mean,documentation_score_vs_industry,green_impact_score_industry_mean,green_impact_score_vs_industry,pd_estimate_industry_mean,pd_estimate_vs_industry
CMP_029,和冷鏈材料029,冷鏈物流,台中,民營企業,出口導向供應商,第三方導入,1137,647.2153436492846,0.5739741169621846,0.7768633261993303,0.7395398931471853,食品品牌,車隊電動化,44.20829391844743,0.0975464907643743,1670.5921218687922,3.045404860308489,27,0.5710320301034421,0.513470052799323,和冷鏈材料029 為 冷鏈物流 企業，現階段主要關注「車隊電動化」專案，同時面臨 食品品牌 帶來的減碳揭露與交期要求。,2025,656.2456694233018,8.75041406497387,3.689075212450125,5.765260129569927,0.9494238063726506,2.626200510189753,89.18107802212928,44.9145312501776,0.09196447892942368,1492173.0604474365,4.871766805353553,48293.27850988308,1984.25,0.032364395116074585,1147.1507516129727,0.0323643951160745,707.290030652085,2492.2636891022944,0.3553634357327995,0.7391981276254928,0.8786399235984605,True,True,True,True,True,False,False,供應鏈問卷回覆資料分散,客戶要求加速但專案排程落後,滿足品牌供應鏈要求,True,True,False,False,False,True,True,False,False,True,0.46,0.5,0.5127828488965482,0.4924739971137918,35.84096443041438,0.5693430503815626,用於 車隊電動化 與相關節能轉型投資,主要來自長約客戶應收與產能提升後新增收入,50.0,34.36438026954531,24.14242842850227,99.9816960105661,61.00452498864066,0.030451669133093325,50.173638578397636,55.43994818416825,先補件＋顧問輔導方案,C｜建議先輔導,"['財報摘要', '銀行往來摘要', '專案計畫書', 'ISO 文件', '供應鏈問卷']",['缺件較多，前審不宜直接推進'],"['月用電年減目標：10%', '年度減碳目標：1,671 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.2121870091956255,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",52.91829062267169,-2.744652044274055,60.97992109410326,-5.53997290993501,61.76470588235294,-11.764705882352942,45.6009271417816,-21.458498713279326,0.055400581930926535,-0.02494891279783321
CMP_030,盛精工材料030,金屬加工,台南,家族企業,OEM/ODM,第三方導入,213,1447.1964718249992,0.2784553918915088,0.7088668115294949,0.5402245467903427,汽車供應鏈,高效馬達,153.61411560582064,0.2565606107109039,3786.265318190921,4.92313850521357,25,0.3823770571673875,0.6082079776312914,盛精工材料030 為 金屬加工 企業，現階段主要關注「高效馬達」專案，同時面臨 汽車供應鏈 帶來的減碳揭露與交期要求。,2025,1434.3796602137354,18.995561822134903,1.9742188360693969,0.916206082507666,1.5747551195324023,1.2352410902036723,255.8539488661969,131.12833265628475,0.0689409155704924,3293949.420919499,10.528771309601726,271690.2537186107,4268.541666666667,0.08248161067475314,1141.7297706834233,0.0824816106747531,1561.3320255158426,5154.862456499512,0.6353132049072899,0.5994177667058787,0.7189079262081027,True,False,False,True,True,True,False,碳盤查邊界與頻率不足,CAPEX 壓力偏高,降低能耗成本,False,False,False,False,False,True,False,True,True,True,0.46,0.4,0.3615571989447591,0.4045450196306657,156.82912656133982,0.8765403568619881,用於 高效馬達 與相關節能轉型投資,主要來自節能節費效益與既有客戶續單,40.0,39.406946392745986,48.4945471576815,62.76338030989472,36.53444022941945,0.05382525128286971,45.41555520030061,54.72557728074342,先補件＋顧問輔導方案,D｜暫不建議送件,"['台電帳單', '電子發票', '財報摘要', '銀行往來摘要', '專案計畫書', '碳盤查資料']",['缺件較多，前審不宜直接推進'],"['月用電年減目標：26%', '年度減碳目標：3,786 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.4683996076547528,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",50.4645732657981,-5.049018065497492,60.14951820548967,-5.423940924746248,61.578947368421055,-21.578947368421055,42.99060495929648,5.503942198385019,0.04084177696032637,0.012983474322543341
CMP_031,群精工科技031,金屬加工,彰化,民營企業,通路供應商,貸後追蹤中,674,1505.6262216360726,0.6133302343716669,0.5700009740146551,0.6576435467640549,出口客戶,製程數位監控,210.96825063713996,0.1480461936883763,4869.827112613792,4.068364891194086,5,0.2261178541266839,0.6420357908444672,群精工科技031 為 金屬加工 企業，現階段主要關注「製程數位監控」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。,2025,1532.3642737130413,11.9591226996175,1.5734233612101844,4.7131778451261495,1.786472169254507,2.1610463470402896,104.2637426297118,112.09102994851116,0.08442770887390569,3937658.7629011157,12.755430067517006,612335.3675471544,4528.833333333333,0.1555074739630331,1291.9134020356341,0.1555074739630331,1866.4502536151288,8131.979703292086,0.4109323038472986,0.3586067861559913,0.8196928063865847,True,False,True,True,False,True,False,節能 KPI 缺乏月度追蹤,客戶要求加速但專案排程落後,滿足品牌供應鏈要求,True,True,True,True,True,False,False,False,False,False,0.86,0.5,0.5902645052722361,0.6395925768452826,162.64510757395325,0.5173073952435192,用於 製程數位監控 與相關節能轉型投資,主要來自節能節費效益與既有客戶續單,50.0,54.26413044622127,44.84044283833442,64.05594116944737,55.32758523644028,0.021530265141124532,53.33814585447319,63.089478294346264,先補件＋顧問輔導方案,C｜建議先輔導,"['設備報價單', '碳盤查資料', 'ISO 文件', '供應鏈問卷', '還款來源說明']",['缺件較多，前審不宜直接推進'],"['月用電年減目標：15%', '年度減碳目標：4,870 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.5599350760845386,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",50.4645732657981,2.8735725886750885,60.14951820548967,2.939960088856594,61.578947368421055,-11.578947368421055,42.99060495929648,1.8498378790379348,0.04084177696032637,-0.019311511819201838
CMP_032,信食品實業032,食品加工,台中,上市櫃企業,出口導向供應商,前審中,125,314.47435891464454,0.3739866332112675,0.4555266115668722,0.5383360218811934,品牌商,高效鍋爐,52.635160269855525,0.2282353142246226,764.5270195471956,3.370564549822564,18,0.7933946757766221,0.737187973001855,信食品實業032 為 食品加工 企業，現階段主要關注「高效鍋爐」專案，同時面臨 品牌商 帶來的減碳揭露與交期要求。,2025,309.8597008796843,14.587447669486597,3.263654176897639,8.22027057408834,1.3620147491993302,2.5430914757553764,36.440890962503325,40.8926845005158,0.09005377610791211,423672.6061032063,1.3624190351544443,80008.62718472494,923.9166666666666,0.18884541042343178,675.8954812369059,0.1888454104234317,200.82081529291975,905.9860310526972,0.5967250256305814,0.4673360206510553,0.886984989497259,False,True,True,True,False,False,False,供應鏈問卷回覆資料分散,客戶要求加速但專案排程落後,滿足品牌供應鏈要求,False,True,True,True,True,False,True,False,True,False,0.78,0.6,0.5449102707502547,0.6347185947625891,44.60793079293767,0.5921115548584195,用於 高效鍋爐 與相關節能轉型投資,主要來自節能節費效益與既有客戶續單,60.0,48.61578256555894,53.93798250800681,64.0,52.76021080013883,0.03935762041060696,54.91916864830035,64.71154275497582,數據建置＋綠色授信培育方案,C｜建議先輔導,"['台電帳單', '設備報價單', 'ISO 文件', '還款來源說明']",['客戶集中度偏高'],"['月用電年減目標：23%', '年度減碳目標：765 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.060246244587875926,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",54.878168274741114,0.04100037355923547,62.75475244245105,1.9567903125247739,61.666666666666664,-1.6666666666666643,49.34327093298031,4.594711575026501,0.042307534452209056,-0.0029499140416020947
CMP_033,富精工物流033,金屬加工,台中,民營企業,OEM/ODM,第三方導入,934,1146.6652995638833,0.6638853403161958,0.7802978829452477,0.5827050170981898,汽車供應鏈,製程數位監控,55.64718262975074,0.2941652013540666,5737.840775350223,4.402234911353622,11,0.8138058651688143,0.2077894509126403,富精工物流033 為 金屬加工 企業，現階段主要關注「製程數位監控」專案，同時面臨 汽車供應鏈 帶來的減碳揭露與交期要求。,2025,1081.0152366595844,17.028029827781545,3.635612966127108,7.6109882638472515,1.1192645096391245,2.2452059482014075,170.4164574740559,36.21852416293997,0.09058025301894074,2643198.518201898,8.659783008124192,464228.32408557145,3337.7083333333335,0.17563127434006523,1167.5767944830177,0.1756312743400652,1252.8760976276997,7399.463510560571,0.2582875639649146,0.5262583188090175,0.5314020524523001,True,True,True,False,True,False,False,董事會永續治理尚未制度化,客戶要求加速但專案排程落後,爭取新訂單資格,False,True,True,True,True,True,False,False,False,True,0.46,0.6,0.4916664192721099,0.5200832467452384,39.09063713339541,0.6637804358447414,用於 製程數位監控 與相關節能轉型投資,主要來自穩定訂單與營運現金流,60.0,37.98311306634188,67.6320935077649,74.63771443847382,47.00997906987028,0.0398195992345475,56.22335935054383,65.05059868412327,轉型資金＋分階段授信,C｜建議先輔導,"['台電帳單', '碳盤查資料', 'ISO 文件', '供應鏈問卷']",['客戶集中度偏高'],"['月用電年減目標：29%', '年度減碳目標：5,738 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.3758628292883099,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",50.4645732657981,5.758786084745729,60.14951820548967,4.901080478633602,61.578947368421055,-1.5789473684210549,42.99060495929648,24.641488548468423,0.04084177696032637,-0.0010221777257788736
CMP_034,和包材科技034,塑膠與包材,桃園,外資背景,一階供應商,銀行邀請入平台,1017,1264.7543840755295,0.1656404125898717,0.8107514054047941,0.6102674163935558,出口法規,循環材料導入,72.04880981120803,0.1417766124880679,2883.929942537074,4.566803934279898,5,0.4957055845444265,0.1721515074252668,和包材科技034 為 塑膠與包材 企業，現階段主要關注「循環材料導入」專案，同時面臨 出口法規 帶來的減碳揭露與交期要求。,2025,1277.4664734461392,12.545545962269264,1.38401978502597,1.683484223090382,1.0803013164145794,2.509856823534488,134.49057909971373,72.78272235730691,0.08974980760490342,2241419.9840414105,7.061158047181268,278756.66579516465,3809.9583333333335,0.12436610174794202,889.6360998354514,0.124366101747942,1062.433072435629,6136.624490570613,0.562681961308084,0.7838883545153866,0.788010224306001,True,False,True,False,True,True,False,再生能源採購路徑不明確,客戶要求加速但專案排程落後,降低能耗成本,True,False,False,True,True,True,True,True,True,True,0.62,0.8,0.44967742627114,0.623387099194899,85.88887965367385,0.4973293991521495,用於 循環材料導入 與相關節能轉型投資,主要來自長約客戶應收與產能提升後新增收入,80.0,37.38156658043334,41.18334053833125,65.0208967312007,76.0608842431588,0.03305864827161438,55.424343262242374,62.92502456722445,數據建置＋綠色授信培育方案,C｜建議先輔導,"['電子發票', '財報摘要']",['目前未見重大紅旗，仍建議依常規前審'],"['月用電年減目標：14%', '年度減碳目標：2,884 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.31872992173068865,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",51.717871558769524,3.7064717034728503,61.1399359619547,1.785088605269749,63.333333333333336,16.666666666666664,46.841298404484604,-5.657957866153353,0.04596979135007758,-0.012911143078463201
CMP_035,群冷鏈物流035,冷鏈物流,桃園,民營企業,出口導向供應商,第三方導入,318,1541.9208348581928,0.6228227343923365,0.7459809205819073,0.752121953210813,食品品牌,冷凍機汰換,221.8973239553607,0.1951203024044423,4476.549811707649,6.000883791158314,18,0.7621134360776638,0.484016843132928,群冷鏈物流035 為 冷鏈物流 企業，現階段主要關注「冷凍機汰換」專案，同時面臨 食品品牌 帶來的減碳揭露與交期要求。,2025,1465.760700513938,16.290283967748284,4.611191262642143,6.160203374607533,0.8460708493190181,1.1788695868275632,260.4881081325854,117.78483250357384,0.06602020246269154,3320916.6972025773,10.854012378353476,492599.62743224925,4220.583333333333,0.1483324251545357,1072.8318257664316,0.1483324251545357,1574.1145144740217,5660.257490781176,0.672909516041801,0.4849551275435098,0.898587592897496,True,True,False,True,False,True,False,供應鏈問卷回覆資料分散,內部資料治理成熟度不足,提升貸款可核貸性,True,True,True,False,True,True,True,False,True,True,0.46,0.8,0.4221802884228065,0.5657631009479822,214.3471610311731,0.6685040123088393,用於 冷凍機汰換 與相關節能轉型投資,主要來自節能節費效益與既有客戶續單,80.0,32.08468846838337,46.7325546626589,70.0,78.1413288626091,0.05438411552895377,56.50213850820294,62.66342523647074,永續績效連結貸款,C｜建議先輔導,"['銀行往來摘要', 'ISO 文件']",['客戶集中度偏高'],"['月用電年減目標：20%', '年度減碳目標：4,477 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.4722343543422065,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",52.91829062267169,3.583847885531249,60.97992109410326,1.6835041423674753,61.76470588235294,18.235294117647058,45.6009271417816,1.1316275208773021,0.055400581930926535,-0.0010164664019727612
CMP_036,和電子股份036,電子零組件,台中,家族企業,通路供應商,銀行邀請入平台,482,4466.3440642852365,0.5090299059958179,0.6741607350127924,0.4129878295376423,國際品牌,空調優化,61.94273736736146,0.0669504769036003,5385.073822643033,3.820319572587106,16,0.376822446349303,0.4910558587657966,和電子股份036 為 電子零組件 企業，現階段主要關注「空調優化」專案，同時面臨 國際品牌 帶來的減碳揭露與交期要求。,2025,4459.806504266603,17.291344281089106,2.374311473362343,9.102368112481733,1.7258876075908118,1.9006671135107516,547.6506431293457,58.91364628009141,0.0840314644477669,11021548.047768936,34.800327652985764,3107199.9559573773,12385.958333333334,0.2819204654818304,1231.727165111569,0.2819204654818304,5224.213774642475,27143.545667622304,0.7356529011623363,0.8089906803748715,0.410376440979753,True,True,True,True,True,False,False,供應鏈問卷回覆資料分散,綠電取得成本與合約不確定,降低能耗成本,True,True,True,True,False,False,True,True,True,True,0.62,0.8,0.5485049484997294,0.6579767319749052,52.64380620797711,0.651591074511727,用於 空調優化 與相關節能轉型投資,主要來自節能節費效益與既有客戶續單,80.0,58.8488623615818,48.548942280419894,84.68390519017935,48.791666111189144,0.02107959020314918,62.37919712056623,68.0909228817529,數據建置＋綠色授信培育方案,B｜可推進但需補件,"['專案計畫書', '設備報價單']",['氣候實體/轉型風險較高'],"['月用電年減目標：7%', '年度減碳目標：5,385 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",1.5672641323927425,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['要求補件', '確認還款來源', '補強 ESG/碳資料']",55.372720793164184,7.006476327402048,63.886407656422776,4.204515225330127,63.57142857142857,16.42857142857143,53.60630528002963,-5.057362999609737,0.04105481018783329,-0.019975219984684107
CMP_037,華電子股份037,電子零組件,台南,外資背景,OEM/ODM,銀行邀請入平台,43,1662.3083223439878,0.676487441873092,0.7365995615722504,0.9390835685255212,ESG 採購規範,ISO 50001 導入,250.986749769598,0.2789614478066896,5038.10422685822,2.0161619843916405,23,0.4616567676975158,0.4629243574949906,華電子股份037 為 電子零組件 企業，現階段主要關注「ISO 50001 導入」專案，同時面臨 ESG 採購規範 帶來的減碳揭露與交期要求。,2025,1561.2424112446492,12.454468631289544,1.347531823548519,2.2122647578405417,1.8596939356099835,1.3399124883387024,149.32185471929674,134.55902867541351,0.07214355262616025,2484872.6449863147,7.962666734882195,811537.677346297,4365.5,0.32659125568617076,746.4794923660316,0.3265912556861707,1177.829633723513,3953.850251355251,0.5253642476759929,0.8171555761969171,0.5431619425266372,True,True,True,True,False,False,False,再生能源採購路徑不明確,CAPEX 壓力偏高,提升貸款可核貸性,True,False,False,True,True,True,True,True,True,True,0.62,0.8,0.3931353755401112,0.603597381439039,205.98574269936685,0.2149357707176,用於 ISO 50001 導入 與相關節能轉型投資,主要來自節能節費效益與既有客戶續單,80.0,48.52300032273088,91.37972427572998,73.02190057535103,70.98534406753316,0.024610788919262647,71.21917107090833,77.33531747366378,轉型資金＋分階段授信,B｜可推進但需補件,"['電子發票', '財報摘要']",['目前未見重大紅旗，仍建議依常規前審'],"['月用電年減目標：28%', '年度減碳目標：5,038 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.35334889011705395,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['要求補件', '確認還款來源', '補強 ESG/碳資料']",55.372720793164184,15.846450277744147,63.886407656422776,13.448909817241002,63.57142857142857,16.42857142857143,53.60630528002963,37.773418995700354,0.04105481018783329,-0.01644402126857064
CMP_038,富紡織工業038,紡織成衣,彰化,家族企業,一階供應商,前審中,520,1428.958674395772,0.9073540267739322,0.5258192297476222,0.7902520984627497,出口客戶,廢熱回收,134.97643674514194,0.3359512474585793,2739.6481694276954,6.680751686998738,33,0.4434086414041983,0.612082933347183,富紡織工業038 為 紡織成衣 企業，現階段主要關注「廢熱回收」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。,2025,1450.5905407024763,13.883740966076068,3.3288004955827457,6.825303299082542,1.830412283080596,1.922726107057143,110.3056053650461,117.5803931078459,0.08071869689894498,2853700.382219608,9.12637857534185,155883.1892075658,4163.916666666667,0.05462493195810552,994.5251593663761,0.0546249319581055,1352.653981172094,3550.402153102761,0.7753643910327073,0.2162389328202585,0.6585861516694298,False,True,False,True,True,True,False,董事會永續治理尚未制度化,CAPEX 壓力偏高,降低能耗成本,True,True,False,False,True,True,True,True,True,False,0.78,0.7,0.5570909774152468,0.6739818420953363,150.85680732171087,0.4506360741708798,用於 廢熱回收 與相關節能轉型投資,主要來自節能節費效益與既有客戶續單,70.0,49.710248104924496,46.85807124058457,58.79271652110949,61.880485543250806,0.038416674046747895,55.448373227838985,64.69178199958701,數據建置＋綠色授信培育方案,C｜建議先輔導,"['財報摘要', '銀行往來摘要', '還款來源說明']",['氣候實體/轉型風險較高'],"['月用電年減目標：34%', '年度減碳目標：2,740 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.40579619435162817,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",51.47861052260431,3.969762705234672,60.57137237664542,4.120409622941587,64.0,6.0,43.07906430565485,3.7790069349297184,0.04922862100944925,-0.010811946962701352
CMP_039,台電子股份039,電子零組件,新竹,家族企業,出口導向供應商,銀行邀請入平台,133,3021.762379675043,0.7576890253282939,0.914068017004132,0.8435498543704589,ESG 採購規範,PPA 綠電採購,189.74825809636604,0.2766417911704554,5030.411454878392,5.392929929773153,18,0.2113367742868987,0.2654117932736051,台電子股份039 為 電子零組件 企業，現階段主要關注「PPA 綠電採購」專案，同時面臨 ESG 採購規範 帶來的減碳揭露與交期要求。,2025,2970.0801254135185,10.670772014593908,1.728749550535997,2.973278101767254,2.4419667610302964,1.2738617287980716,371.7265993766674,94.25984213492444,0.06911718175016475,4831536.884087782,15.65177117970348,464754.06111628364,8910.75,0.09619176511865364,796.2235553349317,0.0961917651186536,2290.1484830576087,9246.0165468652,0.2409568187448644,0.5812256365802353,0.399755449431748,True,True,False,True,False,True,True,節能 KPI 缺乏月度追蹤,客戶要求加速但專案排程落後,提升貸款可核貸性,True,True,True,True,True,True,True,True,True,True,0.62,1.0,0.4505678033603464,0.6936987311761214,124.97300852276648,0.5915198594637305,用於 PPA 綠電採購 與相關節能轉型投資,主要來自長約客戶應收與產能提升後新增收入,100.0,56.00109137185536,65.02178375423966,54.33692595084631,76.25421228734622,0.03387216036914611,67.26685432226475,73.2198834242946,轉型資金＋分階段授信,B｜可推進但需補件,[],['存在環境爭議紀錄，需補充改善說明'],"['月用電年減目標：28%', '年度減碳目標：5,030 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.6870445449172826,"['進入銀行前審', '確認授信額度', '安排專案追蹤']","['要求補件', '確認還款來源', '補強 ESG/碳資料']",55.372720793164184,11.894133529100564,63.886407656422776,9.333475767871818,63.57142857142857,36.42857142857143,53.60630528002963,11.415478474210033,0.04105481018783329,-0.00718264981868718
CMP_040,群紡織材料040,紡織成衣,高雄,上市櫃企業,出口導向供應商,第三方導入,307,1366.4816803479769,0.1036901024505204,0.6639238986909733,0.7563724396186382,國際服飾品牌,廢熱回收,223.9313767598186,0.157448798554664,4961.13151894402,3.01429571604209,13,0.5578049605652153,0.3661028420036571,群紡織材料040 為 紡織成衣 企業，現階段主要關注「廢熱回收」專案，同時面臨 國際服飾品牌 帶來的減碳揭露與交期要求。,2025,1410.4209851847029,13.206329202042784,3.744860520814733,8.233157573256163,1.7279095127234942,1.1249221415479902,243.3474372201736,139.01982809454375,0.06449753109753016,2821241.398485397,9.196442809357263,95814.73057434036,4234.541666666667,0.03396190436797757,1028.4928239385777,0.0339619043679775,1337.2684228820783,5428.032250503647,0.4385674589594146,0.6265203447039314,0.4227221738754107,True,True,True,True,False,True,False,供應鏈問卷回覆資料分散,客戶要求加速但專案排程落後,滿足品牌供應鏈要求,True,True,True,True,True,False,False,True,False,False,0.46,0.6,0.4446083989202119,0.5036129396220741,223.2361121558546,0.4650868574769985,用於 廢熱回收 與相關節能轉型投資,主要來自長約客戶應收與產能提升後新增收入,60.0,52.01990653708766,50.4082095595973,69.08723034016957,41.64669826960744,0.03421736446083856,54.16271730905561,61.32236572623934,數據建置＋綠色授信培育方案,C｜建議先輔導,"['設備報價單', '碳盤查資料', '供應鏈問卷', '還款來源說明']",['目前未見重大紅旗，仍建議依常規前審'],"['月用電年減目標：16%', '年度減碳目標：4,961 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.40118052686462347,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",51.47861052260431,2.684106786451295,60.57137237664542,0.7509933495939194,64.0,-4.0,43.07906430565485,7.32914525394245,0.04922862100944925,-0.015011256548610685
CMP_041,富食品能源041,食品加工,彰化,家族企業,通路供應商,前審中,355,2325.4693004559235,0.2538268191903829,0.4017350706538155,0.5551561631273962,品牌商,高效鍋爐,48.52121311725844,0.2209641402944494,5786.157813143886,5.184757454651557,31,0.4311162194699481,0.687485231377044,富食品能源041 為 食品加工 企業，現階段主要關注「高效鍋爐」專案，同時面臨 品牌商 帶來的減碳揭露與交期要求。,2025,2308.7740053672264,7.997715412641569,4.095894461252446,9.894433071200233,1.4494377243516094,0.98807441910268,378.0543120890258,33.83889834830398,0.06276113286404708,4318279.146178935,13.886955984424763,432244.34266842576,6207.458333333333,0.10009643379606452,925.4690252465917,0.1000964337960645,2046.8643152888149,5340.940449318582,0.811689040667692,0.7523571462597853,0.3512200757208312,False,False,False,False,True,False,False,供應鏈問卷回覆資料分散,綠電取得成本與合約不確定,滿足品牌供應鏈要求,True,False,True,True,False,False,False,True,True,True,0.78,0.6,0.5121600873825064,0.6232560305838772,53.1135071188683,0.7079938001649406,用於 高效鍋爐 與相關節能轉型投資,主要來自長約客戶應收與產能提升後新增收入,60.0,49.502926801447,58.511547126017085,16.75131438389974,27.25014490400064,0.07859718072876969,43.67885058839132,59.325391830780816,數據建置＋綠色授信培育方案,C｜建議先輔導,"['電子發票', '專案計畫書', '設備報價單', '碳盤查資料']",['氣候實體/轉型風險較高'],"['月用電年減目標：22%', '年度減碳目標：5,786 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",0.6140592945866445,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",54.878168274741114,-11.199317686349794,62.75475244245105,-3.4293606116702335,61.666666666666664,-1.6666666666666643,49.34327093298031,9.168276193036775,0.042307534452209056,0.03628964627656063
CMP_042,盛電子材料042,電子零組件,台南,民營企業,通路供應商,第三方導入,435,2734.891321038712,0.3996103398232895,0.3909716679971378,0.4711874226132689,半導體客戶,PPA 綠電採購,250.0062718469211,0.2705496740409763,3173.699963325121,2.9365207256038564,19,0.7540779512147169,0.2657602124660089,盛電子材料042 為 電子零組件 企業，現階段主要關注「PPA 綠電採購」專案，同時面臨 半導體客戶 帶來的減碳揭露與交期要求。,2025,2650.54535974342,18.66069782066031,2.9528232860515224,9.427167504420243,0.9775925404320184,1.1741593010501097,164.85377962573295,121.2379876070031,0.06930250037020931,7851020.298754927,25.330136350116103,2160354.634961094,8285.833333333334,0.27516864722712525,1428.2744138187632,0.2751686472271252,3721.383621609835,21469.27821163628,0.6190762602177478,0.3091705387148508,0.7475403105003463,True,False,False,True,False,False,True,供應鏈問卷回覆資料分散,設備汰換與產能安排衝突,降低能耗成本,True,True,True,True,False,True,False,True,True,False,0.46,0.7,0.383643365068795,0.5172751777740783,191.7894355140361,0.2331283071043282,用於 PPA 綠電採購 與相關節能轉型投資,主要來自長約客戶應收與產能提升後新增收入,70.0,48.15400008407574,61.16041783435531,47.69877724313867,39.49485966450826,0.08434796411211347,52.86657775387276,61.622566937635334,數據建置＋綠色授信培育方案,C｜建議先輔導,"['專案計畫書', '碳盤查資料', '還款來源說明']","['存在環境爭議紀錄，需補充改善說明', '客戶集中度偏高']","['月用電年減目標：27%', '年度減碳目標：3,174 噸 CO2e', '專案里程碑達成率', '再生能源占比變化', '主要客戶 ESG 問卷回覆完成率', '設備上線與驗收進度']",1.1164150864829505,"['完成缺件上傳', '補充專案 KPI', '確認貸款用途與金流對應']","['先做輔導', '建立資料模板', '安排顧問/設備商合作']",55.372720793164184,-2.5061430392914232,63.886407656422776,-2.263840718787442,63.57142857142857,6.428571428571431,53.60630528002963,7.554112554325677,0.04105481018783329,0.04329315392428018
