company_id,renewable_share,scope1_2_tons,estimated_scope3_tons,climate_risk_score,water_risk_score,governance_maturity,board_esg_oversight,iso_14001,iso_50001,iso_14064,carbon_inventory,net_zero_commitment,environmental_controversy,esg_gap_summary,transition_barrier,top_expected_benefit,doc_台電帳單,doc_電子發票,doc_財報摘要,doc_銀行往來摘要,doc_專案計畫書,doc_設備報價單,doc_碳盤查資料,doc_ISO 文件,doc_供應鏈問卷,doc_還款來源說明
CMP_033,0.17563127434006523,1252.8760976276997,7399.463510560571,0.2582875639649146,0.5262583188090175,0.5314020524523001,True,True,True,False,True,False,False,董事會永續治理尚未制度化,客戶要求加速但專案排程落後,爭取新訂單資格,False,True,True,True,True,True,False,False,False,True
CMP_034,0.12436610174794202,1062.4330724356287,6136.624490570613,0.562681961308084,0.7838883545153866,0.788010224306001,True,False,True,False,True,True,False,再生能源採購路徑不明確,客戶要求加速但專案排程落後,降低能耗成本,True,False,False,True,True,True,True,True,True,True
CMP_035,0.14833242515453574,1574.1145144740215,5660.257490781176,0.672909516041801,0.4849551275435098,0.898587592897496,True,True,False,True,False,True,False,供應鏈問卷回覆資料分散,內部資料治理成熟度不足,提升貸款可核貸性,True,True,True,False,True,True,True,False,True,True
CMP_036,0.2819204654818304,5224.213774642475,27143.545667622304,0.7356529011623363,0.8089906803748715,0.410376440979753,True,True,True,True,True,False,False,供應鏈問卷回覆資料分散,綠電取得成本與合約不確定,降低能耗成本,True,True,True,True,False,False,True,True,True,True
CMP_037,0.3265912556861707,1177.8296337235133,3953.850251355251,0.5253642476759929,0.8171555761969171,0.5431619425266372,True,True,True,True,False,False,False,再生能源採購路徑不明確,CAPEX 壓力偏高,提升貸款可核貸性,True,False,False,True,True,True,True,True,True,True
CMP_038,0.05462493195810552,1352.653981172094,3550.402153102761,0.7753643910327073,0.21623893282025858,0.6585861516694298,False,True,False,True,True,True,False,董事會永續治理尚未制度化,CAPEX 壓力偏高,降低能耗成本,True,True,False,False,True,True,True,True,True,False
CMP_039,0.09619176511865365,2290.1484830576087,9246.0165468652,0.2409568187448644,0.5812256365802353,0.399755449431748,True,True,False,True,False,True,True,節能 KPI 缺乏月度追蹤,客戶要求加速但專案排程落後,提升貸款可核貸性,True,True,True,True,True,True,True,True,True,True
CMP_040,0.03396190436797757,1337.2684228820783,5428.0322505036465,0.4385674589594146,0.6265203447039314,0.4227221738754107,True,True,True,True,False,True,False,供應鏈問卷回覆資料分散,客戶要求加速但專案排程落後,滿足品牌供應鏈要求,True,True,True,True,True,False,False,True,False,False
CMP_041,0.10009643379606452,2046.8643152888149,5340.940449318582,0.811689040667692,0.7523571462597853,0.3512200757208312,False,False,False,False,True,False,False,供應鏈問卷回覆資料分散,綠電取得成本與合約不確定,滿足品牌供應鏈要求,True,False,True,True,False,False,False,True,True,True
CMP_042,0.27516864722712525,3721.383621609835,21469.27821163628,0.6190762602177478,0.30917053871485084,0.7475403105003463,True,False,False,True,False,False,True,供應鏈問卷回覆資料分散,設備汰換與產能安排衝突,降低能耗成本,True,True,True,True,False,True,False,True,True,False
CMP_043,0.20604717394253275,3460.899118714402,6636.718591948607,0.8037730285319267,0.21395271916456757,0.6893404050303769,True,True,False,False,True,True,False,再生能源採購路徑不明確,客戶要求加速但專案排程落後,提升貸款可核貸性,True,False,True,False,True,False,False,True,False,True
CMP_044,0.10134286131486976,2433.812934471812,8539.643951976852,0.5942062538928585,0.30768615962582996,0.600955645181025,True,True,False,False,True,True,False,供應鏈問卷回覆資料分散,內部資料治理成熟度不足,改善碳費暴露,True,True,True,True,True,True,True,False,False,True
CMP_045,0.11151291152552419,245.05203744828881,1052.4222096280866,0.2280614262239773,0.3964226330430833,0.49275793263989076,True,True,True,False,False,True,True,董事會永續治理尚未制度化,綠電取得成本與合約不確定,爭取新訂單資格,False,True,True,True,False,True,True,False,True,True
CMP_046,0.0656502302821233,169.29693561837638,607.4418281517951,0.30282577751101614,0.5569997272331022,0.8446828339925463,False,True,True,True,False,False,False,供應鏈問卷回覆資料分散,設備汰換與產能安排衝突,改善碳費暴露,True,True,False,True,True,False,True,False,False,True
CMP_047,0.1866519750191403,1826.0490280315837,4347.485150535314,0.5531614967479923,0.47832105948529513,0.36531005188942167,True,True,True,True,True,True,False,董事會永續治理尚未制度化,綠電取得成本與合約不確定,降低能耗成本,True,True,True,True,False,True,False,True,False,False
CMP_048,0.04316271973731965,1154.6218404151446,7035.931247355134,0.6104553337628205,0.7255194572566714,0.6944497548604163,False,True,False,False,True,False,False,供應鏈問卷回覆資料分散,CAPEX 壓力偏高,滿足品牌供應鏈要求,False,True,False,True,True,False,True,False,False,False
CMP_049,0.08369766832542173,514.7086588093595,832.4176762764555,0.6672729526493466,0.42783248739097063,0.3283239998795791,True,True,False,False,False,True,False,節能 KPI 缺乏月度追蹤,CAPEX 壓力偏高,改善碳費暴露,False,True,True,False,True,False,True,True,False,False
CMP_050,0.1113472230273048,2121.1799667671803,10974.878203903425,0.7252407228691633,0.2361105842362725,0.7221543638004001,False,True,True,True,False,False,False,董事會永續治理尚未制度化,綠電取得成本與合約不確定,提升貸款可核貸性,True,False,True,True,True,True,True,True,True,False
CMP_051,0.05906902875556241,1167.7623371783666,6076.004042112029,0.6990005093921143,0.35025183558600115,0.8789666962021356,True,True,False,True,True,False,False,節能 KPI 缺乏月度追蹤,內部資料治理成熟度不足,提升貸款可核貸性,True,True,False,True,True,False,True,True,True,True
CMP_052,0.18586148604097422,3513.252109663302,22153.819248257976,0.409574238915455,0.3312782414156122,0.3988613381086582,True,True,True,True,True,False,False,節能 KPI 缺乏月度追蹤,CAPEX 壓力偏高,降低能耗成本,True,False,True,True,True,True,True,True,False,False
CMP_053,0.3252300687016413,2659.1911195496705,16265.894405107781,0.7452181513666234,0.4309585465672868,0.5186008158063691,True,True,False,False,False,True,False,董事會永續治理尚未制度化,綠電取得成本與合約不確定,爭取新訂單資格,True,False,True,True,True,False,False,False,False,True
CMP_054,0.1784501180105461,2486.296461279194,12866.943116502303,0.7375443419235548,0.27630024364799666,0.821790149667593,False,True,True,True,False,True,False,碳盤查邊界與頻率不足,設備汰換與產能安排衝突,改善碳費暴露,False,True,False,True,False,True,True,True,True,False
CMP_055,0.09435462119023556,467.0895888718202,2623.4463630380965,0.6377007931986549,0.2428844935768003,0.6185663322498999,False,False,True,False,True,True,False,節能 KPI 缺乏月度追蹤,設備汰換與產能安排衝突,滿足品牌供應鏈要求,False,False,False,False,True,True,True,True,False,False
CMP_056,0.12375659652095446,1273.3617167988382,2155.761985511804,0.6442974910349739,0.23393975851485743,0.490611899228085,False,True,False,False,True,True,False,供應鏈問卷回覆資料分散,CAPEX 壓力偏高,提升貸款可核貸性,False,True,False,True,True,True,True,False,False,False
CMP_057,0.19102688797462217,1791.1356414208515,4852.068433664283,0.7077556748533917,0.30192056456322425,0.3103523191382326,True,True,True,False,False,False,False,供應鏈問卷回覆資料分散,CAPEX 壓力偏高,滿足品牌供應鏈要求,False,True,False,False,True,True,True,True,False,True
CMP_058,0.0844950890463734,1354.0968508352562,6971.346026504124,0.600982887921006,0.35003496286385094,0.7940680177646424,False,True,False,False,False,True,False,董事會永續治理尚未制度化,客戶要求加速但專案排程落後,滿足品牌供應鏈要求,True,True,False,True,True,False,True,True,False,False
CMP_059,0.08018060137547284,1048.6639085137322,2444.415112756617,0.2556014698466206,0.5883627276319334,0.4639361751175045,False,True,False,False,False,False,False,董事會永續治理尚未制度化,內部資料治理成熟度不足,爭取新訂單資格,False,False,True,True,False,True,True,False,True,False
CMP_060,0.11187393171533626,729.7025413723422,4536.846578665165,0.40611897283938225,0.5188476355328429,0.6873476040544337,False,True,False,True,False,False,False,再生能源採購路徑不明確,內部資料治理成熟度不足,提升貸款可核貸性,True,True,True,True,True,True,False,True,False,False
CMP_061,0.20483515927216733,3996.213556550237,14948.424156172385,0.28324417605258423,0.545473865460699,0.6370750535828638,True,True,True,True,True,True,False,供應鏈問卷回覆資料分散,綠電取得成本與合約不確定,爭取新訂單資格,False,True,True,True,True,True,True,True,False,False
CMP_062,0.14183039768460992,1865.0754169448091,12110.752176725206,0.23603140174570456,0.5656399465335125,0.30462480908210876,False,False,True,False,True,True,False,董事會永續治理尚未制度化,客戶要求加速但專案排程落後,滿足品牌供應鏈要求,True,True,True,True,True,True,False,False,True,True
CMP_063,0.20940439496893587,2541.128931457615,13798.299689406203,0.7387045908695056,0.7430365917761349,0.46384408772278085,False,True,False,False,False,False,False,碳盤查邊界與頻率不足,設備汰換與產能安排衝突,降低能耗成本,True,True,True,True,True,False,False,True,True,True
CMP_064,0.15784544147877105,457.30237673652516,2723.108206519934,0.6463298188098423,0.3036114200024609,0.527868482646917,True,True,True,False,True,False,False,供應鏈問卷回覆資料分散,綠電取得成本與合約不確定,提升貸款可核貸性,True,True,True,False,True,True,True,False,False,False
CMP_065,0.19013192592854267,556.3709291640218,2011.1517891690291,0.5791142863117464,0.5526143196908087,0.35136313417401577,False,False,True,False,True,False,False,供應鏈問卷回覆資料分散,內部資料治理成熟度不足,滿足品牌供應鏈要求,True,True,True,False,True,True,False,True,True,False
CMP_066,0.09588075998690168,1936.5620593238193,5102.473086768053,0.8042929798099434,0.44441765913324893,0.4663214960318819,False,False,True,False,False,False,False,再生能源採購路徑不明確,CAPEX 壓力偏高,提升貸款可核貸性,True,True,True,True,True,True,False,False,True,True
CMP_067,0.1090801979145398,1846.7970009126068,8416.112051779097,0.299827442421569,0.7441778146570689,0.7703979118707731,True,False,False,False,True,False,False,董事會永續治理尚未制度化,客戶要求加速但專案排程落後,降低能耗成本,True,True,True,True,True,True,False,True,True,True
CMP_068,0.05564071019430825,355.57880989282535,1281.0624466385548,0.2511326726128899,0.39321717620835983,0.5754949900984972,True,True,False,False,False,True,False,再生能源採購路徑不明確,綠電取得成本與合約不確定,滿足品牌供應鏈要求,True,True,True,False,True,False,True,True,True,True
CMP_069,0.14560091940818348,557.2935351148976,2899.444787954403,0.397738143739235,0.5498761671233574,0.8688336308578448,False,True,False,False,True,True,False,供應鏈問卷回覆資料分散,客戶要求加速但專案排程落後,改善碳費暴露,True,True,True,False,True,True,False,True,False,True
CMP_070,0.057839781322190476,1672.8139663817633,8558.81332065043,0.6078637990945527,0.573986773536469,0.6727749664886495,True,True,False,False,True,False,False,碳盤查邊界與頻率不足,設備汰換與產能安排衝突,滿足品牌供應鏈要求,True,True,False,True,True,True,False,False,False,True
CMP_071,0.14840217532187447,201.8382184872096,1138.2033750158378,0.6006459393021762,0.7174748058105903,0.9107356442995147,False,True,True,False,True,False,False,再生能源採購路徑不明確,設備汰換與產能安排衝突,爭取新訂單資格,True,True,True,True,True,True,True,False,False,False
CMP_072,0.054977744817667595,603.6912564675789,1322.8275032060394,0.7573934468502856,0.18676631879238592,0.7791738662815306,True,True,True,True,False,False,True,碳盤查邊界與頻率不足,CAPEX 壓力偏高,爭取新訂單資格,True,False,True,True,True,True,True,False,True,False
CMP_073,0.08204415177237562,1806.875146944918,10576.61406462738,0.329613252561944,0.521094634225258,0.66488745209267,False,True,True,False,False,False,False,碳盤查邊界與頻率不足,CAPEX 壓力偏高,提升貸款可核貸性,True,True,True,True,True,False,True,False,True,True
CMP_074,0.14540184443722967,264.01446816985055,1431.3855413070105,0.6818426784962619,0.14836177861519598,0.5604905337459927,False,False,False,True,False,True,True,供應鏈問卷回覆資料分散,客戶要求加速但專案排程落後,爭取新訂單資格,True,True,False,False,False,True,False,True,True,True
CMP_075,0.17803169823764337,1864.0273976447709,10495.196698898204,0.5551033643374672,0.15389038734945565,0.9164048661637245,True,True,True,True,True,False,False,碳盤查邊界與頻率不足,內部資料治理成熟度不足,爭取新訂單資格,True,True,False,False,False,False,True,True,True,True
CMP_076,0.08212915313345877,469.2993533577722,1521.6461688383472,0.7197094395207086,0.49502365049916003,0.832129503142655,True,True,False,True,False,True,False,供應鏈問卷回覆資料分散,設備汰換與產能安排衝突,爭取新訂單資格,True,True,False,True,True,True,True,False,True,False
CMP_077,0.18421017383710098,3413.0779633889692,11905.73366467233,0.505116697296001,0.504120730175196,0.4696698045911961,False,True,True,True,False,False,False,再生能源採購路徑不明確,綠電取得成本與合約不確定,滿足品牌供應鏈要求,False,True,True,True,True,True,True,False,False,True
CMP_078,0.11519741481931035,1325.6139495745535,8371.096922127752,0.5836120745492978,0.578184064499893,0.4937086655569721,True,True,False,False,True,False,False,再生能源採購路徑不明確,客戶要求加速但專案排程落後,提升貸款可核貸性,True,True,True,True,True,True,True,True,True,False
CMP_079,0.09854628514115535,882.9986793014358,1573.0310633020838,0.7353159037399735,0.579833285742944,0.49867112971014826,False,True,True,False,True,True,False,供應鏈問卷回覆資料分散,設備汰換與產能安排衝突,降低能耗成本,True,False,False,False,True,True,False,True,False,False
CMP_080,0.2645543945248124,4414.2284344739455,18520.455873917534,0.7876387564849692,0.4688202140529705,0.5050792270549347,False,True,True,True,False,True,True,節能 KPI 缺乏月度追蹤,內部資料治理成熟度不足,爭取新訂單資格,True,False,False,True,True,True,True,False,False,True
CMP_081,0.0688732103228088,868.165433387159,3841.137878875553,0.7631242505411051,0.18732872668126616,0.7302335516765954,True,True,False,False,True,True,False,董事會永續治理尚未制度化,客戶要求加速但專案排程落後,降低能耗成本,True,True,False,True,True,True,False,True,True,False
CMP_082,0.09244951643694048,1365.7074616251844,2821.1411172698195,0.6536878646440721,0.22800686260344807,0.43324002220817825,False,False,False,False,True,True,False,供應鏈問卷回覆資料分散,CAPEX 壓力偏高,降低能耗成本,True,True,True,True,False,True,True,False,True,False
CMP_083,0.14523983459120235,1835.3801024616105,6991.581238143757,0.3804403446074042,0.7808577690375585,0.566456588393609,True,True,True,True,False,False,False,董事會永續治理尚未制度化,設備汰換與產能安排衝突,滿足品牌供應鏈要求,False,False,True,True,False,True,False,True,True,False
CMP_084,0.04367718219912514,352.78087871620414,1440.2836574421365,0.5283113829908106,0.19873841711735812,0.3400283921634616,False,True,True,True,False,False,True,節能 KPI 缺乏月度追蹤,綠電取得成本與合約不確定,滿足品牌供應鏈要求,True,True,False,True,True,True,True,True,True,False
CMP_085,0.13646030828515643,756.0060182386877,2579.3156068789913,0.43475159880943937,0.4348591102167846,0.823872071014583,False,True,False,False,True,True,False,碳盤查邊界與頻率不足,CAPEX 壓力偏高,爭取新訂單資格,False,True,True,False,True,True,True,True,False,True
CMP_086,0.07674983665596703,1159.4247070667795,7125.81268051441,0.6519632929582744,0.39480473108792974,0.34724488801741504,True,False,True,False,False,True,False,節能 KPI 缺乏月度追蹤,設備汰換與產能安排衝突,改善碳費暴露,True,False,True,False,False,False,True,False,False,False
CMP_087,0.09815021370438894,1135.8039161303905,6370.471190182014,0.42985274328285117,0.7162294926610074,0.7360791209341304,True,True,True,True,True,True,False,碳盤查邊界與頻率不足,綠電取得成本與合約不確定,提升貸款可核貸性,True,False,True,False,True,True,True,False,True,True
CMP_088,0.14509497105873956,460.89615940115624,1727.4694767203243,0.4210492601210858,0.7095568243783231,0.4078593144128602,True,True,True,False,True,True,False,碳盤查邊界與頻率不足,設備汰換與產能安排衝突,爭取新訂單資格,False,True,True,True,False,True,False,False,True,False
CMP_089,0.32197886686713306,4805.543751858208,20290.474136268233,0.6169090428722004,0.19005891859823476,0.5261413103416144,False,False,False,True,True,True,True,碳盤查邊界與頻率不足,內部資料治理成熟度不足,改善碳費暴露,False,True,True,True,True,False,False,True,True,True
CMP_090,0.1614404969591607,786.8717257423754,2195.824682934361,0.24340698500625557,0.4378436105001576,0.5767370736260944,True,True,False,False,True,True,False,節能 KPI 缺乏月度追蹤,設備汰換與產能安排衝突,提升貸款可核貸性,True,True,True,False,True,True,True,False,True,True
CMP_091,0.14016587302859065,5838.375504960227,22835.97393404094,0.30233696983447655,0.5053738230117135,0.9203915544309631,True,True,True,False,True,True,False,碳盤查邊界與頻率不足,CAPEX 壓力偏高,提升貸款可核貸性,True,True,False,False,True,False,False,False,False,False
CMP_092,0.2720486185924934,1473.8846166608737,4985.265826090692,0.2785103089400396,0.6416550048980335,0.3262927116530915,True,True,True,True,True,True,False,碳盤查邊界與頻率不足,客戶要求加速但專案排程落後,改善碳費暴露,True,True,True,False,False,True,True,True,False,True
CMP_093,0.15632200556092837,516.7795950367854,2772.9768569845032,0.8256257731144057,0.7951586214292938,0.3676628263957519,False,True,True,False,False,False,True,節能 KPI 缺乏月度追蹤,內部資料治理成熟度不足,提升貸款可核貸性,False,True,True,True,True,True,True,False,True,False
CMP_094,0.3324412799890944,3099.8570528979053,9566.963741900381,0.5614546174475016,0.6857595120710894,0.7934581088115398,True,True,False,True,False,True,False,節能 KPI 缺乏月度追蹤,CAPEX 壓力偏高,降低能耗成本,False,False,True,False,True,True,True,True,False,False
CMP_095,0.10375742910383226,667.13460439448,1653.0681125819456,0.5376442757665867,0.3974082106978936,0.5285410786316724,False,True,True,False,True,False,False,節能 KPI 缺乏月度追蹤,設備汰換與產能安排衝突,提升貸款可核貸性,True,True,True,True,False,True,True,False,True,True
CMP_096,0.06559399403716278,1804.5883182251425,8527.738247844889,0.21524640224131006,0.510049516957875,0.6512401024542438,True,False,True,True,False,True,False,董事會永續治理尚未制度化,內部資料治理成熟度不足,爭取新訂單資格,False,True,False,True,True,True,True,False,True,False
CMP_097,0.04274177685600522,1642.8234902150853,9838.518542634409,0.7149424806531399,0.18479189340376442,0.3440246995084293,True,True,False,True,True,True,False,碳盤查邊界與頻率不足,內部資料治理成熟度不足,改善碳費暴露,False,True,True,False,True,True,False,True,False,True
CMP_098,0.08653194741615186,483.92996879843275,1447.314718871813,0.4488215610052198,0.21758321237873723,0.32144506064398365,True,True,True,True,True,False,False,碳盤查邊界與頻率不足,客戶要求加速但專案排程落後,滿足品牌供應鏈要求,True,True,False,True,True,False,True,True,True,False
CMP_099,0.2904887466515283,5979.848636285132,30475.50866752832,0.41924148004605705,0.520204135914072,0.5466027033600928,False,True,False,False,True,True,False,碳盤查邊界與頻率不足,客戶要求加速但專案排程落後,滿足品牌供應鏈要求,True,True,True,False,True,True,False,True,True,False
CMP_100,0.16579701387355766,2677.858016503556,10025.245931669764,0.815303076647226,0.6992637948405185,0.7382677157528896,True,True,True,False,True,True,False,碳盤查邊界與頻率不足,內部資料治理成熟度不足,降低能耗成本,True,False,False,True,True,True,True,True,False,True
CMP_101,0.32947286181629204,1154.5187218825763,6079.627153161938,0.7394843847570389,0.3972433991849103,0.44657601442616324,True,True,True,True,False,False,False,再生能源採購路徑不明確,內部資料治理成熟度不足,提升貸款可核貸性,True,True,True,False,True,False,False,False,True,True
CMP_102,0.0412096654797521,398.861531245801,1730.3755398657966,0.8268729760652511,0.24387869600122658,0.36855865891367073,True,True,True,True,True,True,False,節能 KPI 缺乏月度追蹤,內部資料治理成熟度不足,提升貸款可核貸性,False,True,False,True,True,True,True,False,False,False
